0.01 0.00 0.02 60.04 60.03 60.05 60.06 60.06 60.01 60.02 60.00 
0.10 1.50 2.09 60.06 60.06 60.06 60.06 60.06 60.02 60.01 60.00 
0.14 1.07 2.58 60.06 60.01 60.06 60.06 60.06 60.01 60.02 60.01 
0.01 0.02 0.06 60.06 60.06 60.06 60.06 60.06 60.02 60.02 60.01 
0.03 0.42 0.03 60.06 60.06 60.06 60.06 60.03 60.02 60.02 60.00 
0.02 0.51 0.18 60.06 60.06 60.06 60.06 60.06 60.02 60.03 60.01 
0.03 0.38 0.25 60.06 60.06 60.06 60.05 60.06 60.02 60.02 9.58 
8.68 5.11 299.78 60.07 60.04 60.07 60.03 60.05 5.34 60.02 59.33 
0.63 4.85 10.98 60.06 60.06 60.06 60.06 60.06 60.00 60.01 60.00 
0.03 0.61 0.07 0.06 0.03 0.02 0.02 0.02 0.02 0.01 0.02 
0.08 0.67 1.60 60.04 60.06 60.06 60.04 60.01 60.02 60.01 16.08 
0.08 0.89 1.55 0.55 0.31 0.67 3.24 3.24 3.60 5.07 2.09 
0.03 0.29 0.31 60.06 60.07 60.06 47.30 60.05 60.03 8.79 60.00 
0.03 3.50 0.13 60.06 60.04 60.04 60.06 60.04 60.02 60.01 60.01 
0.03 19.40 0.17 60.06 60.06 60.06 60.06 60.06 60.02 60.01 60.01 
0.02 0.28 0.06 60.01 60.04 60.06 60.04 60.06 60.01 60.01 60.01 
0.02 0.26 0.10 60.06 60.07 60.06 60.06 60.06 60.02 60.01 60.00 
0.02 0.59 0.12 60.06 60.01 60.06 60.06 60.05 60.02 60.01 60.01 
12.13 5.00 354.49 60.06 60.04 60.06 60.06 60.05 4.91 60.01 60.05 
0.41 17.43 9.94 60.06 17.61 60.06 60.06 60.04 60.01 60.02 29.10 
0.07 0.36 0.94 60.06 60.06 60.06 60.05 60.06 60.02 60.01 60.01 
0.14 2.95 3.16 60.06 60.05 60.03 60.07 60.06 60.01 60.03 40.11 
13.34 7.42 394.08 60.07 60.02 60.05 60.05 60.06 5.71 60.03 57.78 
0.27 0.64 0.38 60.06 60.01 60.04 60.04 60.06 60.04 60.02 60.00 
0.18 1.84 3.95 60.06 60.06 60.06 60.07 60.06 60.01 60.03 60.01 
0.02 0.45 0.04 60.05 60.04 60.06 60.06 60.04 60.01 60.01 60.00 
0.02 0.08 0.21 60.06 60.02 60.06 60.06 60.06 60.03 60.02 60.00 
0.05 0.59 1.15 0.37 0.22 60.06 60.06 60.05 60.01 60.02 60.01 
0.04 24.27 0.33 60.06 60.06 60.06 60.06 60.03 60.01 60.01 60.01 
0.09 0.67 1.62 60.03 60.06 60.07 60.04 60.05 60.01 60.02 60.00 
0.03 0.48 0.04 60.06 60.06 60.06 60.06 60.06 60.01 60.01 60.01 
0.02 0.01 0.03 60.06 60.06 60.06 60.06 60.06 60.01 60.02 50.91 
0.03 0.42 0.61 60.04 60.06 60.06 60.06 60.06 60.02 60.02 60.01 
0.04 18.92 0.17 60.04 60.06 60.06 60.04 60.06 60.02 60.02 60.00 
0.02 0.34 0.04 0.03 0.01 0.02 0.01 0.01 0.01 0.01 0.01 
0.01 0.04 0.03 60.06 60.06 60.05 60.06 60.06 60.02 60.02 60.00 
0.01 0.01 0.03 60.06 60.06 60.06 60.06 60.06 60.01 60.01 60.01 
0.03 1.38 0.30 60.06 60.05 60.06 60.04 60.06 60.02 60.03 60.00 
0.22 7.79 4.64 31.68 6.73 60.06 60.01 60.06 60.01 60.01 20.68 
0.14 2.90 3.07 60.04 60.05 60.03 60.05 60.02 60.01 60.02 60.00 
0.09 18.76 1.07 60.05 60.06 60.06 60.06 60.06 60.01 60.02 60.00 
0.01 0.10 0.03 0.01 0.01 0.01 0.01 0.01 0.00 0.00 0.00 
5.74 2.51 169.89 60.06 60.05 60.06 60.04 60.03 4.31 60.02 60.01 
0.15 0.54 0.15 60.04 60.06 60.06 60.06 60.06 60.01 60.01 60.01 
0.02 0.02 0.05 60.06 60.08 60.01 60.06 60.06 60.01 60.01 60.01 
0.02 5.13 0.17 17.57 9.55 19.89 23.67 49.31 60.00 15.58 1.79 
0.03 0.13 0.19 60.06 60.06 60.06 60.07 60.06 60.02 60.02 60.01 
0.01 0.02 0.08 60.05 60.05 60.06 60.06 60.06 60.00 60.01 60.01 
4.83 26.24 141.42 60.06 60.02 60.06 60.04 60.06 60.02 60.03 60.01 
0.72 60.98 8.95 60.06 60.06 60.06 60.06 60.06 60.01 60.03 5.05 
0.00 0.01 0.02 60.06 60.06 60.06 60.06 60.06 60.01 60.01 60.00 
0.11 1.53 2.24 60.04 60.07 60.05 60.06 60.01 60.03 60.00 60.01 
0.01 0.02 0.06 60.06 60.06 60.06 43.35 43.02 60.00 25.68 6.07 
0.02 0.18 0.08 60.06 60.06 60.06 60.06 60.06 60.02 60.01 60.00 
0.02 2.87 0.05 60.06 60.06 60.06 60.06 60.06 60.02 60.01 60.00 
0.06 60.71 1.72 60.06 60.06 60.06 60.06 60.06 60.01 60.01 60.01 
0.12 1.55 2.24 60.02 60.02 60.04 60.02 60.06 60.03 60.01 60.00 
4.27 2.21 139.65 51.37 60.06 50.07 60.04 60.03 60.02 60.02 60.00 
5.14 2.59 133.44 56.64 60.06 60.06 60.07 60.06 60.00 60.01 60.00 
10.20 4.14 288.00 60.06 60.04 60.06 60.04 60.06 4.55 60.01 60.03 
0.24 0.23 0.27 60.06 60.07 60.07 60.06 60.06 60.01 60.01 60.01 
0.02 0.91 0.06 16.41 5.05 60.03 60.06 60.06 26.59 60.02 8.70 
0.03 0.43 0.04 60.06 60.06 60.06 60.06 60.06 60.01 60.02 60.00 
0.01 0.01 0.04 60.06 60.06 60.04 60.06 60.02 60.01 60.01 60.00 
0.48 5.53 8.54 60.06 60.06 60.06 60.06 60.06 60.01 60.01 60.03 
0.02 0.03 0.08 60.06 60.06 60.06 60.05 60.06 60.01 60.01 60.00 
0.14 7.72 3.34 60.05 60.06 60.06 60.00 60.02 60.01 60.02 0.32 
0.15 2.95 3.02 60.06 60.06 60.06 60.06 60.06 60.01 60.03 60.00 
0.03 0.14 0.40 60.01 60.05 60.06 60.04 60.06 60.01 60.01 60.00 
0.01 0.02 0.06 60.04 60.06 60.03 60.06 60.06 60.01 60.01 60.01 
0.22 7.73 4.91 29.68 6.53 60.06 60.06 60.03 60.01 60.01 17.29 
0.02 0.04 0.06 60.02 60.06 60.01 60.06 60.06 60.00 60.01 3.45 
0.02 0.04 0.09 60.06 60.06 60.06 56.60 50.18 60.01 50.99 6.71 
0.01 1.03 0.04 60.05 60.06 60.06 60.06 60.06 60.01 60.02 60.00 
0.02 0.01 0.02 1.26 0.83 3.40 2.25 1.30 2.34 2.88 0.38 
0.01 0.02 0.06 60.06 60.05 60.06 60.06 60.06 60.02 60.02 60.00 
0.01 0.04 0.02 60.06 60.06 60.06 60.06 60.06 60.01 60.01 60.00 
0.02 0.16 0.07 60.04 60.04 60.02 60.05 60.06 60.01 60.02 60.00 
0.06 0.68 1.19 0.39 0.23 20.73 0.91 6.78 11.38 2.12 13.42 
0.02 19.38 0.11 60.01 60.06 60.06 60.06 60.06 60.03 60.01 12.52 
0.03 0.11 0.13 60.06 60.07 7.52 4.66 5.16 5.06 4.05 0.26 
0.04 1.04 0.75 60.06 60.06 60.02 60.06 60.06 60.01 60.02 60.00 
6.23 2.90 200.47 56.25 60.06 58.12 60.06 60.05 4.20 60.01 60.01 
0.16 0.17 0.20 60.06 60.05 60.05 60.06 60.06 60.02 60.02 60.01 
0.02 0.01 0.04 60.06 60.06 60.06 60.06 60.06 60.01 60.01 60.00 
0.02 4.29 0.07 60.06 60.06 60.06 60.06 60.02 60.01 60.02 60.00 
0.03 0.50 0.04 60.06 60.06 60.06 60.03 60.05 60.02 60.00 60.00 
0.01 0.01 0.04 60.06 60.06 60.01 60.06 60.06 60.02 60.01 60.00 
0.07 0.59 1.33 60.04 60.06 60.06 60.06 60.04 60.01 60.01 60.01 
